Timestamp,Sensor_1,Sensor_2
20:53:07,ets Jul 29 2019 12:21:46
20:53:07,rst:0x1 (POWERON_RESET),boot:0x13 (SPI_FAST_FLASH_BOOT)
20:53:07,configsip: 0, SPIWP:0xee
20:53:07,clk_drv:0x00,q_drv:0x00,d_drv:0x00,cs0_drv:0x00,hd_drv:0x00,wp_drv:0x00
20:53:07,mode:DIO, clock div:1
20:53:07,load:0x3fff0030,len:4876
20:53:07,ho 0 tail 12 room 4
20:53:07,load:0x40078000,len:16560
20:53:07,load:0x40080400,len:3500
20:53:07,entry 0x400805b4
20:54:06,0.69, 296.10
20:54:06,0.73, 296.10
20:54:07,0.75, 296.24
20:54:07,0.73, 296.44
20:54:07,0.58, 296.24
20:54:07,0.63, 296.04
20:54:07,0.91, 295.72
20:54:07,1.86, 295.46
20:54:07,1.86, 295.22
20:54:07,1.86, 295.12
20:54:07,1.86, 295.06
20:54:08,1.86, 295.06
20:54:08,1.87, 295.10
20:54:08,1.87, 295.00
20:54:08,1.87, 294.98
20:54:08,1.87, 294.88
20:54:08,1.87, 294.86
20:54:08,1.88, 294.82
20:54:08,3.05, -1
20:54:08,1.48, 294.86
20:54:09,3.05, -1
20:54:09,1.52, 294.82
20:54:09,1.53, 294.76
20:54:09,1.85, 294.78
20:54:09,1.86, 294.76
20:54:09,1.85, 294.66
20:54:09,1.69, 294.70
20:54:09,1.75, 294.54
20:54:10,1.85, 294.58
20:54:10,1.84, 294.48
20:54:10,1.76, 294.58
20:54:10,1.87, 294.58
20:54:10,1.87, 294.58
20:54:10,1.90, 294.58
20:54:10,1.87, 294.52
20:54:10,1.87, 294.48
20:54:10,1.86, 294.42
20:54:11,1.85, 294.44
20:54:11,1.86, 294.38
20:54:11,1.86, 294.38
20:54:11,1.85, 294.20
20:54:11,1.86, 294.30
20:54:11,1.86, 294.22
20:54:11,1.86, 294.36
20:54:11,1.86, 294.38
20:54:11,1.86, 294.36
20:54:12,1.86, 294.38
20:54:12,1.86, 294.38
20:54:12,1.85, 294.32
20:54:12,1.86, 294.26
20:54:12,1.86, 294.22
20:54:12,1.86, 294.20
20:54:12,1.86, 294.16
20:54:12,1.86, 294.22
20:54:12,1.86, 294.20
20:54:13,1.88, 294.22
20:54:13,1.88, 294.16
20:54:13,1.86, 294.04
20:54:13,1.87, 294.10
20:54:13,1.87, 294.10
20:54:13,1.86, 294.20
20:54:13,1.86, 294.16
20:54:13,1.86, 294.16
20:54:13,1.86, 294.08
20:54:14,1.86, 294.14
20:54:14,1.85, 294.20
20:54:14,1.86, 294.26
20:54:14,1.85, 294.32
20:54:14,1.86, 294.26
20:54:14,1.86, 294.30
20:54:14,1.86, 294.26
20:54:14,1.85, 294.26
20:54:15,1.86, 294.22
20:54:15,1.86, 294.26
20:54:15,1.86, 294.26
20:54:15,1.86, 294.26
20:54:15,1.85, 294.26
20:54:15,1.86, 294.26
20:54:15,1.85, 294.30
20:54:15,1.85, 294.20
20:54:15,1.86, 294.20
20:54:16,1.86, 294.22
20:54:16,1.86, 294.10
20:54:16,1.86, 294.22
20:54:16,1.86, 294.22
20:54:16,1.85, 294.42
20:54:16,1.85, 294.42
20:54:16,1.86, 294.42
20:54:16,1.78, 294.42
20:54:16,1.85, 294.36
